herPRP$		 0.04608		 1.00000
womanNN		 0.01761		 1.00000
familyNN		 0.01044		 0.54059
tellVB		 0.00960		 0.40852
mediumNN		 0.00845		 0.92760
showVB		 0.00732		 0.50744
herPRP		 0.00667		 0.99993
friendNN		 0.00599		 0.79896
callVB		 0.00548		 0.27263
lifeNN		 0.00547		 0.35304
socialJJ		 0.00517		 0.71176
alsoRB		 0.00499		 0.11016
videoNN		 0.00493		 0.81712
writeVB		 0.00479		 0.42343
motherNN		 0.00454		 0.99999
postNN		 0.00451		 0.82640
wearVB		 0.00448		 0.99990
youngJJ		 0.00416		 0.43370
findVB		 0.00410		 0.17218
seeVB		 0.00405		 0.14585
girlNN		 0.00397		 0.99999
messageNN		 0.00392		 0.89962
nameNN		 0.00387		 0.62060
wordNN		 0.00387		 0.80899
wifeNN		 0.00379		 0.99999
storyNN		 0.00378		 0.26640
facebookNNP		 0.00375		 0.99988
menNN		 0.00375		 0.59828
leaveVB		 0.00373		 0.21624
hearVB		 0.00359		 0.45560
daughterNN		 0.00357		 0.99998
loveVB		 0.00357		 0.64561
becomeVB		 0.00352		 0.25302
readVB		 0.00350		 0.81454
describeVB		 0.00348		 0.73478
shareVB		 0.00346		 0.91368
twitterNNP		 0.00345		 0.98082
sendVB		 0.00341		 0.47661
liveVB		 0.00340		 0.35206
askVB		 0.00336		 0.22359
phoneNN		 0.00334		 0.76159
turnVB		 0.00326		 0.39002
mrNN		 0.00325		 0.99998
dogNN		 0.00324		 0.88623
postVB		 0.00322		 0.88326
blackJJ		 0.00316		 0.76635
otherJJ		 0.00314		 0.09365
speakVB		 0.00294		 0.36040
bodyNN		 0.00281		 0.51713
relationshipNN		 0.00281		 0.73229
