theyPRP		 0.09031		 1.00000
theirPRP$		 0.03795		 0.56507
notRB		 0.03164		 0.39418
canMD		 0.02878		 0.68350
themPRP		 0.02354		 0.81055
asRB		 0.01626		 0.99741
wellRB		 0.01541		 0.89932
soRB		 0.01431		 0.48710
willMD		 0.01341		 0.17221
childNN		 0.01340		 1.00000
wouldMD		 0.01288		 0.25486
wayNN		 0.01270		 0.59402
'reVB		 0.01262		 0.49961
manyJJ		 0.01200		 0.56245
moreRBR		 0.01114		 0.47515
takeVB		 0.00942		 0.21216
evenRB		 0.00873		 0.46365
needVB		 0.00849		 0.43638
lookVB		 0.00843		 0.45877
mayMD		 0.00826		 0.66108
wantVB		 0.00789		 0.32491
thereEX		 0.00760		 0.17260
giveVB		 0.00745		 0.33840
tooRB		 0.00740		 0.70846
onlyRB		 0.00730		 0.41058
seeVB		 0.00713		 0.26440
personNN		 0.00703		 0.99999
shouldMD		 0.00675		 0.38991
goVB		 0.00672		 0.13946
mightMD		 0.00664		 0.76099
veryRB		 0.00659		 0.43926
otherJJ		 0.00653		 0.19921
farRB		 0.00649		 0.69194
keepVB		 0.00629		 0.50389
muchJJ		 0.00588		 0.58371
timeNN		 0.00573		 0.11703
stillRB		 0.00554		 0.29915
uPRP		 0.00531		 0.42371
findVB		 0.00503		 0.21650
placeNN		 0.00472		 0.35531
tryVB		 0.00471		 0.31377
ableJJ		 0.00459		 0.60852
workVB		 0.00453		 0.21288
helpVB		 0.00449		 0.25381
moveVB		 0.00430		 0.36838
nowRB		 0.00429		 0.15074
believeVB		 0.00408		 0.41339
ownJJ		 0.00396		 0.34778
possibleJJ		 0.00367		 0.68028
feelVB		 0.00363		 0.42995
