hanPN		 0.18169		 1.00000
”PAD		 0.05669		 0.29858
manNN		 0.03047		 1.00000
hansPS		 0.01784		 0.87713
sägaVB		 0.01725		 0.11567
årNN		 0.01417		 0.13243
skrivaVB		 0.01192		 0.31622
skolaVB		 0.00956		 0.08249
taVB		 0.00721		 0.11129
göraVB		 0.00640		 0.08526
berättaVB		 0.00578		 0.24427
läsaVB		 0.00518		 0.13827
viljaVB		 0.00474		 0.10460
gångNN		 0.00474		 0.18860
dagNN		 0.00456		 0.10322
baraAB		 0.00407		 0.13022
livNN		 0.00355		 0.22029
familjNN		 0.00349		 0.29603
aldrigAB		 0.00348		 0.31152
lämnaVB		 0.00346		 0.20247
pojkeNN		 0.00338		 0.99997
tidNN		 0.00332		 0.10451
troVB		 0.00318		 0.16449
försökaVB		 0.00298		 0.25640
tidigareAB		 0.00286		 0.12749
tidningNN		 0.00279		 0.37600
vetaVB		 0.00276		 0.15233
fleraJJ		 0.00271		 0.09947
killeNN		 0.00258		 0.99996
ståVB		 0.00256		 0.10507
gammalJJ		 0.00255		 0.16826
senareAB		 0.00250		 0.23990
slåVB		 0.00243		 0.19527
börjaVB		 0.00242		 0.13264
intervjuNN		 0.00239		 0.47032
annanJJ		 0.00239		 0.05214
pappaNN		 0.00238		 0.40271
sonNN		 0.00237		 0.51053
döVB		 0.00231		 0.42635
beVB		 0.00229		 0.63513
kännaVB		 0.00226		 0.15469
vänNN		 0.00222		 0.36249
helJJ		 0.00210		 0.07657
träffaVB		 0.00210		 0.39303
ungJJ		 0.00201		 0.19657
bildNN		 0.00201		 0.05822
månadNN		 0.00199		 0.12978
händaVB		 0.00196		 0.18824
ThePM		 0.00190		 0.36569
prataVB		 0.00189		 0.24450
