herPRP$		 0.04641		 1.00000
theirPRP$		 0.01809		 0.26938
womanNN		 0.01773		 1.00000
familyNN		 0.01698		 0.86362
tellVB		 0.01286		 0.53781
mediumNN		 0.00853		 0.93114
homeNN		 0.00737		 0.32228
askVB		 0.00694		 0.45839
herPRP		 0.00672		 0.99999
friendNN		 0.00672		 0.88852
youngJJ		 0.00638		 0.64719
showVB		 0.00633		 0.43303
alsoRB		 0.00622		 0.13673
writeVB		 0.00614		 0.52452
callVB		 0.00612		 0.30673
takeVB		 0.00606		 0.13653
timeNN		 0.00604		 0.12330
lifeNN		 0.00557		 0.35869
socialJJ		 0.00543		 0.74132
themPRP		 0.00505		 0.17381
videoNN		 0.00496		 0.82344
questionNN		 0.00472		 0.56509
motherNN		 0.00457		 0.99982
becomeVB		 0.00455		 0.33563
liveVB		 0.00452		 0.46698
sendVB		 0.00452		 0.61335
wearVB		 0.00451		 0.99999
leaveVB		 0.00449		 0.25589
menNN		 0.00444		 0.70483
speakVB		 0.00429		 0.52498
postNN		 0.00425		 0.78249
readVB		 0.00417		 0.94989
hearVB		 0.00416		 0.51957
nameNN		 0.00407		 0.63760
messageNN		 0.00405		 0.92662
girlNN		 0.00399		 0.99999
giveVB		 0.00394		 0.17878
nowRB		 0.00392		 0.13787
daughterNN		 0.00360		 0.99998
parentNN		 0.00357		 0.58109
phoneNN		 0.00349		 0.79620
interviewNN		 0.00348		 0.68393
findVB		 0.00341		 0.14704
useVB		 0.00335		 0.15486
ownJJ		 0.00328		 0.28838
mrNN		 0.00327		 0.99998
shareVB		 0.00322		 0.84784
postVB		 0.00320		 0.86614
twitterNNP		 0.00305		 0.87214
sonNN		 0.00302		 0.60175
