shePRP		 0.08379		 1.00000
herPRP$		 0.07642		 1.00000
friendNN		 0.01697		 0.90823
girlNN		 0.01572		 1.00000
familyNN		 0.01373		 0.60483
tellVB		 0.01088		 0.43056
herPRP		 0.01060		 1.00000
menNN		 0.01041		 0.42972
loveNN		 0.01040		 0.94884
lifeNN		 0.00952		 0.31661
findVB		 0.00933		 0.30694
oldJJ		 0.00908		 0.59743
youngJJ		 0.00897		 0.68188
alsoRB		 0.00834		 0.18929
relationshipNN		 0.00734		 0.45651
femaleNN		 0.00724		 0.99999
comeVB		 0.00721		 0.17389
loveVB		 0.00709		 0.41011
becomeVB		 0.00647		 0.37290
meetVB		 0.00601		 0.66455
fatherNN		 0.00592		 0.71942
neverRB		 0.00573		 0.35230
leaveVB		 0.00528		 0.43570
nowRB		 0.00522		 0.18853
schoolNN		 0.00516		 0.32146
ageNN		 0.00515		 0.62756
momNN		 0.00497		 0.99999
askVB		 0.00492		 0.30645
bestJJ		 0.00490		 0.44777
daughterNN		 0.00486		 0.99946
callVB		 0.00471		 0.26752
marryVB		 0.00464		 0.77590
liveVB		 0.00457		 0.31958
nameNN		 0.00449		 0.35451
partnerNN		 0.00410		 0.44647
wayNN		 0.00407		 0.12992
homeNN		 0.00392		 0.39826
veryRB		 0.00388		 0.17329
growVB		 0.00372		 0.44911
giveVB		 0.00369		 0.15894
husbandNN		 0.00356		 0.99968
sisterNN		 0.00346		 0.99999
dateVB		 0.00336		 0.99999
dadNN		 0.00332		 0.99999
babyNN		 0.00318		 0.87042
lookVB		 0.00311		 0.15465
alwaysRB		 0.00305		 0.22227
followVB		 0.00303		 0.29930
beginVB		 0.00302		 0.33530
herselfPRP		 0.00301		 0.99999
